ID,mean,std
4096,-0.004810909,0.09590276
4100,-0.0046068914,0.09268906
4102,-0.0056061177,0.10177504
2055,-0.004140017,0.09058102
4103,-0.0039032688,0.0874163
4104,-0.0038850997,0.08674125
4105,-0.0045066588,0.09192506
2060,-0.0035609445,0.083308116
2061,-0.0037694585,0.08555253
2063,-0.004047379,0.08854116
4114,-0.00361405,0.08466074
4115,-0.0037561723,0.08659875
2068,-0.004407975,0.09100684
21,-0.003633192,0.0857801
23,-0.003396943,0.08232178
2072,-0.0043954123,0.09329596
2073,-0.0036072459,0.08370303
2074,-0.003613794,0.084854014
4120,-0.0035372882,0.083074115
4122,-0.0045685633,0.09575274
4125,-0.0038044914,0.08688508
31,-0.0038164468,0.08774206
2079,-0.0041928682,0.090264626
4127,-0.004338974,0.092982225
4128,-0.0043384777,0.09160979
2083,-0.0047406317,0.09585956
4131,-0.0044911522,0.0946485
42,-0.0043181963,0.09301716
4138,-0.0038904883,0.08752303
4139,-0.003367283,0.08109022
2093,-0.0043367352,0.09195578
47,-0.005028921,0.09774657
4143,-0.0042779185,0.09131329
4146,-0.0034688914,0.08209482
51,-0.0037721042,0.087177984
4149,-0.0035615447,0.0834287
4150,-0.004120951,0.08937354
4151,-0.003765468,0.086970605
56,-0.0034456684,0.08368719
4153,-0.0039478177,0.088333726
58,-0.0033478702,0.08205421
59,-0.0039560623,0.089653134
4155,-0.003976196,0.08941872
61,-0.004088613,0.089897744
2109,-0.0043723476,0.092673846
4157,-0.0039890236,0.08788321
4158,-0.004303883,0.09266137
4160,-0.004478117,0.09151094
68,-0.003683045,0.085679844
69,-0.0036961765,0.08566264
2116,-0.0049828924,0.09622865
2119,-0.0036589964,0.08433712
72,-0.0038821925,0.088064425
2121,-0.0038389903,0.08599242
74,-0.0056438604,0.101415224
2123,-0.0034672697,0.08346123
4164,-0.004550432,0.0951342
4167,-0.0040187943,0.088806726
4169,-0.0033687379,0.081465766
4170,-0.003283833,0.081178404
4171,-0.005285294,0.10165904
4172,-0.0044918614,0.09250096
2130,-0.0051907334,0.099989645
4173,-0.0040397593,0.09053569
4174,-0.0037051188,0.08488285
2133,-0.0036841289,0.08524632
4175,-0.0034131734,0.081401706
4176,-0.0037541913,0.08613576
4177,-0.0043199644,0.09190941
89,-0.0030976832,0.07808206
4179,-0.0045188274,0.09367731
4184,-0.0033041607,0.080789626
4187,-0.0036430992,0.08434815
4188,-0.004195745,0.089641124
4189,-0.0043966603,0.09147134
96,-0.0052604913,0.09934941
4192,-0.0058409353,0.09936757
2146,-0.003593029,0.08322355
4195,-0.0035634025,0.08471702
2148,-0.004551629,0.091875456
101,-0.0047098086,0.09634637
4196,-0.003647106,0.084872864
4199,-0.003939903,0.08832328
4200,-0.003862869,0.087299526
2153,-0.0044433377,0.09284291
106,-0.004735891,0.09613106
2155,-0.0037763205,0.08578315
107,-0.0032829656,0.08076139
108,-0.0038981552,0.08910509
4202,-0.003865066,0.08722712
4203,-0.0050783404,0.09627344
112,-0.003883674,0.08661714
113,-0.006372852,0.10536734
4093,-0.0060119955,0.09950717
4205,-0.005172287,0.09864303
116,-0.0041509573,0.090297334
2164,-0.003199464,0.07987141
118,-0.0041745966,0.09144334
2167,-0.0044006715,0.09216397
120,-0.003289683,0.08097924
2168,-0.004310702,0.092676684
4209,-0.003953895,0.0873219
123,-0.004236455,0.092816636
4211,-0.004417413,0.093106255
4212,-0.004444388,0.092423394
126,-0.0039004253,0.08826504
127,-0.004379997,0.09303455
4216,-0.004036419,0.08855077
4217,-0.0042631626,0.089726545
130,-0.003381864,0.08226297
4218,-0.0050448366,0.095953174
2180,-0.004060452,0.08838636
4222,-0.004606545,0.09275046
2182,-0.00331367,0.08066145
135,-0.003528914,0.08425525
2184,-0.003681793,0.08561285
2185,-0.0039969436,0.08934876
4225,-0.004070946,0.09023832
2187,-0.0036036833,0.08315138
4229,-0.004528765,0.09154052
4235,-0.0037938794,0.08597165
142,-0.0040187575,0.08851954
2191,-0.004145476,0.0894806
2195,-0.0034974536,0.08230363
2196,-0.0038151853,0.086910225
4243,-0.004713284,0.09563372
150,-0.00443977,0.09317128
4250,-0.0047733183,0.095131174
156,-0.004438002,0.09197441
4252,-0.005036038,0.09540042
159,-0.0032744594,0.08128728
160,-0.005075757,0.097837
2208,-0.0038064995,0.08673346
2210,-0.005250833,0.098251894
4255,-0.004226581,0.09084525
4257,-0.0049719983,0.09567211
4258,-0.0042231786,0.0909522
166,-0.004194372,0.08944819
4262,-0.0053512766,0.09850917
4263,-0.004851689,0.09581739
169,-0.0039865114,0.08832679
4264,-0.004127559,0.087098114
171,-0.004831906,0.09431914
172,-0.003956082,0.089105785
173,-0.0038802163,0.08648407
2220,-0.0043038186,0.09206172
4266,-0.0036830697,0.08483946
4268,-0.0036473481,0.085333355
2225,-0.003799718,0.08684034
4269,-0.004177633,0.090809695
4270,-0.00396976,0.08829283
4271,-0.003778796,0.08568391
4277,-0.0033613732,0.08203185
4278,-0.004130684,0.089177795
4280,-0.004424197,0.093228444
2233,-0.0034336671,0.08186088
186,-0.0046991017,0.095327236
4281,-0.0033969465,0.082932904
2239,-0.003617026,0.084085025
4291,-0.005213928,0.09788634
4292,-0.0038339437,0.08695908
4293,-0.003889108,0.08817707
4294,-0.0047260122,0.09566554
2247,-0.0036191551,0.08466972
200,-0.003722394,0.08614059
2248,-0.0044536097,0.09291936
4299,-0.0046367086,0.09482809
4300,-0.0075353966,0.11249189
205,-0.003525126,0.08336231
4302,-0.0050675506,0.096720845
4303,-0.0045914585,0.09482148
210,-0.003681258,0.08496421
4308,-0.0046861186,0.09437395
4309,-0.0030615148,0.078053266
214,-0.0036313941,0.08521054
2263,-0.004158577,0.09015016
2264,-0.0039220564,0.08776197
217,-0.0034980814,0.0843902
4310,-0.003776916,0.085780755
4311,-0.0039834585,0.08862293
4312,-0.0034922971,0.08357784
4313,-0.0038873192,0.08792683
4320,-0.0043949075,0.09289602
225,-0.004055977,0.08885016
2274,-0.004270072,0.09046843
227,-0.00477607,0.09623915
4324,-0.004607452,0.09286397
229,-0.0039828047,0.08836176
230,-0.004054417,0.08926734
232,-0.0044556917,0.09412449
4331,-0.006687616,0.10596574
4332,-0.0043057995,0.090305835
4337,-0.004400621,0.091404356
4338,-0.005073192,0.09646559
4339,-0.004089884,0.08987824
4340,-0.0037325467,0.08620693
4343,-0.0042183404,0.09021434
4345,-0.0040493566,0.08978382
4346,-0.0041976026,0.09009723
4348,-0.0038547118,0.08735345
2301,-0.003929017,0.08826425
4349,-0.003680011,0.085029006
4351,-0.003595478,0.08440561
256,-0.0043534334,0.0935746
257,-0.0035869265,0.08553333
2304,-0.0035559367,0.08408597
259,-0.0040383786,0.08982328
260,-0.0037927376,0.08659143
2307,-0.0044355355,0.09114916
2308,-0.0040271347,0.08764398
4352,-0.004628843,0.09370663
4356,-0.003717664,0.085579194
4357,-0.003793077,0.08620425
4359,-0.0042865374,0.092215724
2315,-0.003587199,0.08432345
2316,-0.0038275928,0.086922854
4360,-0.0035146426,0.08359095
4363,-0.004187426,0.08988529
4365,-0.0048044827,0.0962789
272,-0.0037388802,0.08542902
4366,-0.005928352,0.10409244
4367,-0.00374429,0.08629388
276,-0.0038657014,0.08724486
4372,-0.004127855,0.09021864
4376,-0.003979916,0.08832072
4379,-0.0048020217,0.09445422
285,-0.003888732,0.08816575
2333,-0.003934169,0.0884916
4381,-0.0033549122,0.08177755
4382,-0.0033008754,0.08123432
289,-0.004277533,0.09130324
4383,-0.0035932013,0.08497407
291,-0.005002055,0.09854298
292,-0.0046812887,0.096605524
4386,-0.003486679,0.08381261
4388,-0.0038198559,0.08622931
295,-0.003976867,0.0888916
296,-0.003947199,0.089034505
4389,-0.0043094335,0.09200926
298,-0.0038028976,0.08692092
4390,-0.0032953257,0.08121397
4391,-0.0039296965,0.08877018
301,-0.0036985206,0.085458234
4393,-0.0037092303,0.08651496
303,-0.0041528842,0.09098157
4394,-0.0034069458,0.08164413
4395,-0.0038267993,0.08636019
4399,-0.0038590857,0.08661449
307,-0.003822682,0.086859554
4400,-0.0033974238,0.0819231
2357,-0.004104356,0.08971268
4401,-0.0037657165,0.085920624
311,-0.0041924655,0.09064758
4404,-0.003834494,0.08906585
4406,-0.0057764244,0.10118714
4410,-0.0035117653,0.08366238
315,-0.0034551488,0.083087675
2363,-0.003493489,0.083033584
4414,-0.0032870679,0.08088157
4415,-0.0038526156,0.08586141
4417,-0.004738135,0.09406003
2373,-0.004357993,0.09174929
4424,-0.0033708194,0.081259295
2378,-0.0034789084,0.08178534
331,-0.0038513343,0.088123605
2379,-0.0036675923,0.08533293
2380,-0.004255575,0.09172048
2381,-0.0038758772,0.08676422
4426,-0.0051705283,0.09464713
4427,-0.0036603506,0.085654706
337,-0.0061217505,0.1055968
4428,-0.0038373088,0.08605107
4429,-0.0035552362,0.08281761
4430,-0.004645329,0.09422062
2389,-0.0035182037,0.08294153
4431,-0.0046643456,0.094087414
2391,-0.0039865426,0.088438675
2392,-0.0034934827,0.08213463
4432,-0.003687889,0.0856469
4433,-0.0034122784,0.08278263
4442,-0.004243016,0.09045783
2396,-0.0045550633,0.09283678
4443,-0.0034331877,0.082536384
2398,-0.004787133,0.09587046
4444,-0.0039005585,0.08808043
352,-0.004497531,0.094563454
4446,-0.0038613316,0.08668845
4447,-0.0032320293,0.080014385
2403,-0.0036599908,0.08404666
4448,-0.0037359572,0.08562971
4449,-0.0043791914,0.09284123
4453,-0.0037659507,0.0854498
359,-0.0036768706,0.08465031
361,-0.003769961,0.08688314
4462,-0.004690191,0.09455502
4463,-0.003695385,0.08555983
4464,-0.0036515503,0.084278114
4465,-0.003534501,0.08378048
4466,-0.0043163025,0.09087939
4469,-0.003966946,0.08753925
376,-0.004931318,0.09760391
377,-0.0046681804,0.09644418
378,-0.0037815305,0.08599644
4473,-0.0055369437,0.101317525
4474,-0.0052431663,0.097542964
4476,-0.004498729,0.09382194
382,-0.0038492929,0.087789096
4477,-0.004243324,0.09091572
384,-0.003371771,0.08122016
4482,-0.004207591,0.09006971
4483,-0.0040849135,0.08942215
4485,-0.0035658896,0.084249325
4489,-0.0034966918,0.0837289
4491,-0.005035194,0.099421434
4496,-0.004840141,0.096451685
4498,-0.0038749806,0.08784816
403,-0.0035867982,0.0845157
4501,-0.0040744846,0.09091095
4502,-0.003469852,0.08322278
408,-0.005572839,0.10076676
4505,-0.004488779,0.09349388
4508,-0.0043966444,0.092766486
413,-0.0037342273,0.08656629
4510,-0.0034535788,0.08240813
416,-0.004212481,0.09133053
4512,-0.0037689998,0.08503217
4513,-0.0041911798,0.090724796
419,-0.0038656876,0.086871795
420,-0.0041146204,0.08963743
4515,-0.005084037,0.09867346
4520,-0.0032515645,0.08014765
4521,-0.0038953465,0.08763194
4522,-0.0043203942,0.08980894
4526,-0.004577516,0.09333026
4530,-0.0047994135,0.09530416
4536,-0.0040686866,0.08992028
441,-0.00329009,0.08039363
4538,-0.0039232965,0.08652118
4539,-0.0040714503,0.08745224
4542,-0.005656707,0.10244808
4543,-0.0036060072,0.084365934
4545,-0.0033986375,0.08235655
4546,-0.0050766543,0.097246476
4547,-0.0050125443,0.0991836
4548,-0.005277396,0.10094758
4549,-0.0050843786,0.096648514
454,-0.004258418,0.09093443
4552,-0.004203176,0.09047081
4553,-0.0030944406,0.07854785
4556,-0.00407257,0.089409664
4557,-0.003926646,0.088157825
4559,-0.0047391485,0.09314114
467,-0.004007548,0.08775208
4566,-0.0033341774,0.08256229
473,-0.0038382595,0.08671527
4571,-0.003859483,0.087785065
479,-0.0038748782,0.088449694
4576,-0.003404462,0.08255384
4577,-0.0039586327,0.08919974
4578,-0.004278967,0.09138002
4579,-0.004597626,0.094313845
4580,-0.003624523,0.08481617
4582,-0.004125922,0.09043258
4586,-0.0039363736,0.087910146
4587,-0.003702301,0.08518375
4589,-0.004162932,0.09163244
4590,-0.0034026655,0.08215181
498,-0.003975098,0.088635154
4595,-0.0046589053,0.095721915
4596,-0.0040636957,0.09041802
501,-0.004496406,0.09471275
4598,-0.0038897183,0.087884314
4599,-0.0040239925,0.088840045
505,-0.0040560164,0.09055382
4607,-0.003102354,0.07797591
4609,-0.0050142505,0.09443333
514,-0.0062686494,0.10405723
4612,-0.003378748,0.08218849
4613,-0.0049703014,0.0969441
4614,-0.003370883,0.08247012
519,-0.0047758315,0.09864649
520,-0.003362178,0.08264439
4615,-0.0044197664,0.0909395
522,-0.004534214,0.09306574
4616,-0.0053391065,0.09722774
4621,-0.004666256,0.091636054
4623,-0.0034613246,0.082831986
4625,-0.0039529647,0.08871372
4631,-0.0038211355,0.08653476
4632,-0.0037654536,0.08625143
4635,-0.0034059018,0.08171112
4636,-0.0039595524,0.08825962
545,-0.0043351636,0.092128046
546,-0.0044591427,0.09382951
4641,-0.0052233697,0.09782982
548,-0.0036623024,0.08481676
4643,-0.0037585187,0.08606449
553,-0.0036250541,0.084342845
555,-0.005015143,0.097807564
4653,-0.003548064,0.08285818
558,-0.0040297024,0.088446744
4654,-0.003667706,0.085065454
4657,-0.004440461,0.09281488
563,-0.004596472,0.09392125
4660,-0.004040929,0.09035515
4661,-0.0046701855,0.09595487
566,-0.0043004327,0.09250591
4668,-0.00585254,0.10091895
4672,-0.0046106703,0.09502109
4674,-0.0033258165,0.08087795
4676,-0.0036940223,0.0849989
4678,-0.0042548515,0.09036737
4679,-0.004003114,0.08814481
4680,-0.0037411703,0.08580148
588,-0.0041521643,0.09086293
4689,-0.0044934712,0.094211645
4692,-0.0045443987,0.09280056
4696,-0.0053372676,0.096726604
602,-0.0037883471,0.08776737
605,-0.003957495,0.0892216
610,-0.0050976872,0.0995484
4706,-0.0031135008,0.07896541
4713,-0.0036618605,0.08505575
618,-0.0036822,0.0852648
4714,-0.004332102,0.09208419
4715,-0.003867517,0.08674212
4719,-0.0041485205,0.090294376
4720,-0.0036848653,0.085793726
625,-0.0074045174,0.11435793
626,-0.0036723702,0.08575121
4722,-0.003595705,0.08424543
4723,-0.0033815338,0.08182675
4728,-0.0065045184,0.10572884
4730,-0.0060104467,0.10263875
4732,-0.005365068,0.09933291
4733,-0.0046196207,0.093121395
4736,-0.0056117885,0.10121439
4739,-0.0046810014,0.096819386
644,-0.006056767,0.10281887
4741,-0.005596566,0.10124123
4742,-0.004766116,0.09520138
4746,-0.004403367,0.092681214
4750,-0.0037583478,0.08617834
657,-0.0040637925,0.090436615
658,-0.0045130574,0.09348665
4755,-0.004414779,0.092947006
4756,-0.0049735885,0.09793429
4762,-0.0038112535,0.08579009
667,-0.005070112,0.1002436
668,-0.0036065283,0.08489412
4764,-0.0053982483,0.10072437
671,-0.0035164442,0.08366555
672,-0.003729478,0.08655466
673,-0.0041433983,0.08982938
4767,-0.005420957,0.100599475
4770,-0.004680404,0.09353985
4772,-0.006003445,0.10599264
677,-0.0035171795,0.083330944
4774,-0.004014827,0.08930729
679,-0.0038883348,0.08761388
680,-0.00419677,0.09045156
4777,-0.004089985,0.08893291
4206,-0.0053517134,0.09819918
4780,-0.0040465333,0.08985762
685,-0.004343931,0.092765726
4782,-0.0043258546,0.09241511
4783,-0.0047726883,0.09759362
4784,-0.005393943,0.10160323
4785,-0.0037107056,0.085426204
4208,-0.004556593,0.09191872
695,-0.0052730804,0.09810114
4792,-0.00597747,0.10392184
698,-0.005664765,0.10606975
4795,-0.003596288,0.08554414
4796,-0.0036123598,0.08472026
702,-0.0061826427,0.10474317
4799,-0.003541507,0.08313765
709,-0.004734738,0.09705826
4806,-0.0036932658,0.08506193
4809,-0.0054026884,0.10207518
717,-0.003645701,0.08615743
4213,-0.0046701212,0.09508702
4813,-0.0036324481,0.0849333
4815,-0.0036874309,0.08487855
4816,-0.0040314565,0.08941468
722,-0.0039283973,0.08798467
4214,-0.0054798285,0.0972396
4817,-0.003561781,0.08419743
4820,-0.0040285694,0.089327715
4823,-0.0052763945,0.09955547
729,-0.0036850965,0.086593956
731,-0.0037568305,0.08684988
4827,-0.0049774433,0.09903917
734,-0.0044751936,0.093239464
4832,-0.003766751,0.085811645
4835,-0.0042802435,0.09047536
741,-0.0041172267,0.09031586
4838,-0.005012416,0.09716095
746,-0.0038742619,0.087067775
4842,-0.0038965652,0.08734414
4845,-0.004976633,0.09741492
751,-0.0058093932,0.1025269
752,-0.0043162294,0.09181607
4849,-0.0040508676,0.08902747
4853,-0.004843329,0.096182965
4855,-0.0039375974,0.08942398
4856,-0.005458115,0.096589506
4859,-0.006997407,0.10802463
4862,-0.003533141,0.08370947
767,-0.003755658,0.08641154
4223,-0.004619272,0.0954773
4863,-0.0039901403,0.08863902
4867,-0.0049665906,0.09682157
4868,-0.0038634369,0.087114215
4224,-0.0038134577,0.08754731
4871,-0.004043679,0.087747104
778,-0.0039048947,0.0875122
4874,-0.00346822,0.08344793
4876,-0.0039469656,0.08835658
4878,-0.003403148,0.08117848
4226,-0.0038164395,0.087593414
4879,-0.003560212,0.08457301
4883,-0.003542879,0.08295375
4889,-0.0044233324,0.09324085
4893,-0.003530798,0.08374344
4894,-0.004221605,0.090971306
800,-0.0039135786,0.08832558
802,-0.0035676346,0.08382507
4898,-0.003910426,0.08825605
4899,-0.0051545515,0.09522444
4905,-0.0038880808,0.08714811
4906,-0.0047824895,0.0952858
4912,-0.0037693672,0.08581632
4918,-0.0035120698,0.083600305
824,-0.0041663884,0.09117777
4921,-0.0044638915,0.09364706
830,-0.0042047566,0.091454946
832,-0.005435412,0.10021297
4929,-0.0044201817,0.09115114
834,-0.0044921995,0.0938153
835,-0.0033975719,0.08233138
842,-0.003640458,0.08603928
845,-0.006190866,0.10421381
4941,-0.0039046723,0.087153226
4947,-0.0039095753,0.08833976
4949,-0.0037572647,0.08693774
4954,-0.0037869627,0.0869392
4958,-0.00504665,0.09780511
863,-0.005491032,0.100210726
4960,-0.0035579524,0.08385631
867,-0.0064568575,0.106634535
4968,-0.005122698,0.097153775
873,-0.0039196955,0.088860124
4971,-0.005652635,0.103264414
878,-0.004174691,0.09104762
4974,-0.0042887353,0.09097535
4980,-0.0049174614,0.09513703
886,-0.0037764956,0.08636211
887,-0.003610385,0.08459272
4982,-0.0045219767,0.09466148
4984,-0.004740972,0.0961794
4987,-0.005653662,0.09986887
4989,-0.0033031225,0.080382794
4990,-0.0049220026,0.09678044
896,-0.0038621153,0.08667018
4994,-0.0049756635,0.097991996
4997,-0.0042343703,0.09208866
906,-0.003570482,0.08409065
907,-0.004079008,0.090238795
908,-0.0048240125,0.09733624
5004,-0.0041898815,0.09005453
5006,-0.0049589924,0.09790709
914,-0.004041126,0.0898699
915,-0.004917676,0.097610086
5012,-0.004732153,0.09567295
5013,-0.0035934735,0.083453976
919,-0.0040966254,0.09044082
920,-0.0042611486,0.0917823
5015,-0.004603002,0.09372535
922,-0.003863179,0.08697948
923,-0.0038482684,0.08688668
5016,-0.0034052376,0.0831313
925,-0.0052457596,0.097875014
926,-0.0036064738,0.084255554
5017,-0.0039392165,0.087518565
5018,-0.004065334,0.09021024
5019,-0.0043288334,0.092652485
5023,-0.0035811148,0.08540056
5026,-0.0037073707,0.0856088
5027,-0.0049778027,0.09555142
5029,-0.004138832,0.09011424
934,-0.0038357857,0.08794934
5037,-0.00600044,0.10243365
5040,-0.0033647574,0.082410984
945,-0.0037627523,0.086013556
951,-0.0054278662,0.09857363
952,-0.004180801,0.09062555
5047,-0.0036562553,0.08509366
5054,-0.003822907,0.085170254
5059,-0.0046364265,0.093390785
5063,-0.004638908,0.09681893
969,-0.0037975009,0.08621115
5066,-0.0044567613,0.09284938
972,-0.004028719,0.09009953
973,-0.004164454,0.08916899
5070,-0.0064617596,0.10475322
5071,-0.0040875697,0.08842463
5075,-0.0041288584,0.08972931
981,-0.0036902453,0.085814595
5078,-0.004308171,0.089828186
984,-0.0051024356,0.09806911
985,-0.004897788,0.09775711
5082,-0.0038159953,0.086915515
989,-0.0040709046,0.09085184
5087,-0.0043936293,0.09047764
994,-0.0039552166,0.08821409
5090,-0.003952239,0.088566184
5091,-0.0040557887,0.088550754
997,-0.0034364476,0.0828246
5096,-0.0040553366,0.088385485
5097,-0.0043843077,0.09500443
1004,-0.0043869237,0.092397645
5100,-0.0046832105,0.094762616
5102,-0.0034735717,0.08290384
1007,-0.004113792,0.089756615
1010,-0.004487313,0.09372601
1016,-0.0034188798,0.08291369
5112,-0.0045636185,0.09565883
5113,-0.0034630403,0.08252537
1023,-0.003717844,0.086146355
5120,-0.0036217642,0.084665544
5121,-0.004100131,0.089159414
5123,-0.002983732,0.07763543
5124,-0.0065220627,0.10887896
5125,-0.003962083,0.08720345
1030,-0.003672317,0.08513175
5126,-0.004442944,0.09103281
1032,-0.00770349,0.110729724
1034,-0.0045256196,0.092753984
5131,-0.0037150949,0.08466707
5137,-0.005364171,0.09795949
5138,-0.0036120003,0.08517486
1043,-0.0044040806,0.09121311
5140,-0.0036038472,0.084997274
1045,-0.0042940434,0.09225687
1046,-0.00524094,0.09625623
5141,-0.0038551937,0.08664265
5142,-0.004841975,0.094712645
5146,-0.0035513742,0.08461542
5147,-0.0040961457,0.09022472
1052,-0.003940064,0.088585205
5148,-0.0036888572,0.08443277
5153,-0.0040574223,0.090553634
5157,-0.0038930997,0.08696385
1063,-0.0043909713,0.09204054
1066,-0.0041774274,0.09130959
5162,-0.003793694,0.08655348
5167,-0.0041452968,0.089906424
1072,-0.0036323008,0.084966905
1074,-0.0034399764,0.08254781
5171,-0.0037468434,0.08541091
1078,-0.003828684,0.086421505
5175,-0.004082448,0.09068783
5176,-0.0037882847,0.08507832
5178,-0.0037087435,0.085135154
5184,-0.0036207947,0.085931234
1097,-0.0036462743,0.08432198
1098,-0.0039345967,0.08724112
5193,-0.0035075427,0.08397026
5195,-0.0031531686,0.07914786
5198,-0.0035778205,0.08443994
1106,-0.0042969794,0.09288666
5202,-0.0038478896,0.0859096
5203,-0.004131895,0.08989239
5204,-0.0037326813,0.085646704
5206,-0.005200255,0.09967997
5207,-0.0039086845,0.08758966
5208,-0.0043673627,0.09143317
5210,-0.0049850517,0.09791462
1117,-0.003308544,0.08179045
1118,-0.004931514,0.094642125
5213,-0.0032523186,0.07965271
1122,-0.0039281263,0.08931408
1123,-0.0040568993,0.08942032
5222,-0.0033975672,0.08151979
5224,-0.0048584165,0.097017206
1130,-0.003968745,0.088233404
1131,-0.0061827484,0.10443285
5227,-0.0037750804,0.08667243
5230,-0.0047437176,0.092408635
5231,-0.004375515,0.093799755
5234,-0.0063961577,0.10310123
5235,-0.004013896,0.087966375
5240,-0.0034508132,0.08229112
5241,-0.0048126616,0.09739927
5242,-0.004169597,0.089782774
5244,-0.003375485,0.08162476
5250,-0.0042509115,0.09209866
1155,-0.0038001654,0.08639154
5252,-0.0041550077,0.090632975
5253,-0.0035568066,0.08491287
5256,-0.0032546623,0.08040359
5258,-0.004043132,0.088678405
5259,-0.0037450425,0.08649965
5261,-0.0037578966,0.08592219
5262,-0.004286462,0.09273788
5263,-0.0040557934,0.08798035
5269,-0.0035629633,0.08408389
5271,-0.0042270827,0.08949101
5272,-0.0033635963,0.08157313
5273,-0.00486205,0.09683467
5275,-0.005262499,0.0981715
5278,-0.003389287,0.08293263
5279,-0.0034017805,0.082925536
5280,-0.003477502,0.08260843
1186,-0.0035352737,0.083740644
1187,-0.003704714,0.08445396
5282,-0.0041628997,0.09046287
5283,-0.0036960116,0.086323835
1190,-0.0037340482,0.08671191
5285,-0.006221907,0.102127254
5287,-0.004531933,0.09257464
5289,-0.0039050812,0.08640292
1194,-0.0043172417,0.092883706
1195,-0.004338794,0.09259254
5290,-0.0037988415,0.08545047
5294,-0.0040727844,0.09005427
5296,-0.00367993,0.08578395
1202,-0.0050779744,0.09928483
1203,-0.0036230413,0.08490385
1206,-0.0038672572,0.08782656
1218,-0.0050505954,0.09831979
1222,-0.004475116,0.09342632
1232,-0.004168788,0.090055615
1242,-0.0042859884,0.093796656
1243,-0.0036998813,0.08566543
1246,-0.0036833344,0.08575098
1249,-0.0036964782,0.08572899
1250,-0.0037910964,0.087133884
1255,-0.0047261156,0.09735423
1256,-0.0034623514,0.08283907
1261,-0.0040142187,0.0895406
1268,-0.005017015,0.09681516
1269,-0.004292888,0.09333721
1271,-0.0057363375,0.09999122
1280,-0.0038315814,0.08805297
1282,-0.004556786,0.09550095
1286,-0.004499514,0.09433715
1288,-0.0037541387,0.08713323
1300,-0.0042639296,0.090288915
1318,-0.004027487,0.090192705
1326,-0.0043938835,0.0921022
1331,-0.00451413,0.09464833
1346,-0.004565596,0.091884635
1351,-0.0040651825,0.08966739
1352,-0.0044165105,0.09318398
1378,-0.003766008,0.086818926
1380,-0.005324018,0.099574625
1387,-0.006271608,0.10454397
1394,-0.0047053206,0.09322591
1407,-0.0033628405,0.08245124
1408,-0.0040684184,0.0895283
1414,-0.0037419845,0.08678183
1417,-0.0043145414,0.09332785
1418,-0.0044486434,0.09429938
1419,-0.004100641,0.08933791
1425,-0.00346721,0.08382694
1427,-0.004103834,0.08977437
4001,-0.0040337387,0.08958288
4004,-0.0037078029,0.084731676
4005,-0.003389391,0.08148735
4010,-0.0041786004,0.09042772
4012,-0.0034785236,0.08234062
4014,-0.004505636,0.09244609
4015,-0.0036814092,0.08539883
4020,-0.0034616976,0.083698936
4021,-0.004311739,0.09056417
4024,-0.0042295572,0.09106679
4026,-0.003969273,0.0879142
4028,-0.003979356,0.08920486
4029,-0.004068258,0.08890616
4030,-0.0035620197,0.084203556
4032,-0.0035871447,0.08389531
4035,-0.004134722,0.08773789
4036,-0.004677146,0.095586695
4037,-0.004281088,0.091903366
4039,-0.0041410457,0.09083904
4041,-0.0041851164,0.09034515
4042,-0.0040835436,0.089601494
4043,-0.0040315804,0.089394584
2002,-0.0032909897,0.08106863
4051,-0.004152949,0.09097315
4054,-0.0031257698,0.07841035
4057,-0.0034221716,0.08343848
2010,-0.004866185,0.095464215
4058,-0.0036170392,0.08515375
4060,-0.004555801,0.092836075
4061,-0.0038065137,0.08595962
4063,-0.0037436795,0.08507994
2018,-0.0041308026,0.08895871
4066,-0.0047316225,0.093628876
4067,-0.0036614933,0.0860267
2022,-0.0040332777,0.08856588
4071,-0.0073177963,0.11456291
4072,-0.0038635242,0.08732302
4075,-0.003359072,0.082243554
4076,-0.0040725484,0.09023242
4077,-0.004076132,0.08812496
4079,-0.003931662,0.0871121
4080,-0.004209968,0.08953567
4082,-0.004507924,0.093737595
2036,-0.003701029,0.086052895
2037,-0.0044617187,0.092803255
4084,-0.0034908387,0.08292478
4086,-0.0060705864,0.10627089
4090,-0.0036300437,0.08456086
4092,-0.00420269,0.09043353
2045,-0.0055734483,0.10149259
4094,-0.004010963,0.08799485
